"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.dialogue_id","Input.dialogue_context","Input.model_id_a","Input.response_a","Input.model_id_b","Input.response_b","Input.sel","Input.selt","Answer.taskAnswers","Approve","Reject"
"309D674SI6229G7BQV9XF0MPVQFBCR","3LVBPMNRSBWQ4NUAH06SCLDGBT7GW1","Conversational AI: Comparing Responses","You will be shown a dialogue and two options for the next response. Your tasks are to compare which response is better regarding various aspects and explain your selection of the best response.","conversational ai, dialogue response, evaluation","$0.15","Wed May 08 08:30:51 PDT 2024","3","BatchId:5219655;OriginalHitTemplateId:928390828;","3600","259200","Wed May 15 08:30:51 PDT 2024","","","3ZAK8W07ICVZY7JV482AD984B8FU0L","A1ZPQ693HB16FI","Submitted","Wed May 08 08:31:04 PDT 2024","Wed May 08 08:33:33 PDT 2024","Sat May 11 08:33:33 PDT 2024","","","","149","100% (100/100)","100% (100/100)","100% (40/40)","After studying hard for many weeks, Quinn aced the test.","[Speaker 1] I needed to get high grades on my exam.<br>[Speaker 2] So what happened?<br>[Speaker 1] I had to really study hard everyday, for many weeks.","chatgpt-35-latentselection-0125","That sounds like a lot of effort, but I'm glad your hard work paid off! It must feel great to see your dedication result in high grades.","chatgpt-35-vanilla-0125","Wow, that sounds like a lot of dedication. Did all that studying pay off in the end?","att-defB","to the right","[{""engaging"":{""defA"":false,""defB"":false,""slightA"":true,""slightB"":false},""instruction-checkbox-collapsed"":{""on"":false},""natural"":{""defA"":true,""defB"":false,""slightA"":false,""slightB"":false},""quality"":{""defA"":false,""defB"":false,""slightA"":true,""slightB"":false},""quality-textbox"":""The response focus more on the outcome without providing a much empathy"",""specific"":{""defA"":true,""defB"":false,""slightA"":false,""slightB"":false}}]"
"309D674SI6229G7BQV9XF0MPVQFBCR","3LVBPMNRSBWQ4NUAH06SCLDGBT7GW1","Conversational AI: Comparing Responses","You will be shown a dialogue and two options for the next response. Your tasks are to compare which response is better regarding various aspects and explain your selection of the best response.","conversational ai, dialogue response, evaluation","$0.15","Wed May 08 08:30:51 PDT 2024","3","BatchId:5219655;OriginalHitTemplateId:928390828;","3600","259200","Wed May 15 08:30:51 PDT 2024","","","37UEWGM5H1P7P4CWWXB5M34U91PR1P","ARWL0WMKKB9OZ","Submitted","Wed May 08 09:32:04 PDT 2024","Wed May 08 09:34:46 PDT 2024","Sat May 11 09:34:46 PDT 2024","","","","162","100% (39/39)","100% (39/39)","0% (0/0)","After studying hard for many weeks, Quinn aced the test.","[Speaker 1] I needed to get high grades on my exam.<br>[Speaker 2] So what happened?<br>[Speaker 1] I had to really study hard everyday, for many weeks.","chatgpt-35-latentselection-0125","That sounds like a lot of effort, but I'm glad your hard work paid off! It must feel great to see your dedication result in high grades.","chatgpt-35-vanilla-0125","Wow, that sounds like a lot of dedication. Did all that studying pay off in the end?","att-defB","to the right","[{""engaging"":{""defA"":true,""defB"":false,""slightA"":false,""slightB"":false},""instruction-checkbox-collapsed"":{""on"":false},""natural"":{""defA"":true,""defB"":false,""slightA"":false,""slightB"":false},""quality"":{""defA"":true,""defB"":false,""slightA"":false,""slightB"":false},""quality-textbox"":""Response A is the better choice overall.it shows empathy and encouragement."",""specific"":{""defA"":false,""defB"":true,""slightA"":false,""slightB"":false}}]"
"309D674SI6229G7BQV9XF0MPVQFBCR","3LVBPMNRSBWQ4NUAH06SCLDGBT7GW1","Conversational AI: Comparing Responses","You will be shown a dialogue and two options for the next response. Your tasks are to compare which response is better regarding various aspects and explain your selection of the best response.","conversational ai, dialogue response, evaluation","$0.15","Wed May 08 08:30:51 PDT 2024","3","BatchId:5219655;OriginalHitTemplateId:928390828;","3600","259200","Wed May 15 08:30:51 PDT 2024","","","3KB8R4ZV1MOHDCLAIJAITB3WT45BGW","A1L92W5SO5UPS0","Submitted","Wed May 08 09:32:15 PDT 2024","Wed May 08 10:07:52 PDT 2024","Sat May 11 10:07:52 PDT 2024","","","","2137","100% (80/80)","100% (80/80)","100% (35/35)","After studying hard for many weeks, Quinn aced the test.","[Speaker 1] I needed to get high grades on my exam.<br>[Speaker 2] So what happened?<br>[Speaker 1] I had to really study hard everyday, for many weeks.","chatgpt-35-latentselection-0125","That sounds like a lot of effort, but I'm glad your hard work paid off! It must feel great to see your dedication result in high grades.","chatgpt-35-vanilla-0125","Wow, that sounds like a lot of dedication. Did all that studying pay off in the end?","att-defB","to the right","[{""engaging"":{""defA"":false,""defB"":false,""slightA"":true,""slightB"":false},""instruction-checkbox-collapsed"":{""on"":false},""natural"":{""defA"":false,""defB"":true,""slightA"":false,""slightB"":false},""quality"":{""defA"":false,""defB"":false,""slightA"":true,""slightB"":false},""quality-textbox"":""its slightly better as it directly reverenced "",""specific"":{""defA"":false,""defB"":false,""slightA"":false,""slightB"":true}}]"
"3VGZ74AYUNXY0XFM6H1BGBDMB37GCD","3LVBPMNRSBWQ4NUAH06SCLDGBT7GW1","Conversational AI: Comparing Responses","You will be shown a dialogue and two options for the next response. Your tasks are to compare which response is better regarding various aspects and explain your selection of the best response.","conversational ai, dialogue response, evaluation","$0.15","Wed May 08 08:30:51 PDT 2024","3","BatchId:5219655;OriginalHitTemplateId:928390828;","3600","259200","Wed May 15 08:30:51 PDT 2024","","","33FBRBDW6WGLU27YDLUPCISGN6L8CD","A1B8QUOSZEH4S1","Submitted","Wed May 08 08:31:13 PDT 2024","Wed May 08 09:10:23 PDT 2024","Sat May 11 09:10:23 PDT 2024","","","","2350","100% (106/106)","100% (106/106)","100% (39/39)","It was icy and slippery outside, so Riley slipped, fell and dropped their bag.","[Speaker 1] My knee is hurting so bad right now<br>[Speaker 2] Oh no, are you okay?<br>[Speaker 1] Yeah, I slipped and fell when I was walking outside","chatgpt-35-vanilla-0125","Do you need me to get you some ice or anything to help with the pain?","chatgpt-35-latentselection-0125","Do you need help getting up or going to a doctor? It sounds like you might have twisted it pretty badly.","att-defA","to the left","[{""engaging"":{""defA"":false,""defB"":true,""slightA"":false,""slightB"":false},""instruction-checkbox-collapsed"":{""on"":false},""natural"":{""defA"":false,""defB"":true,""slightA"":false,""slightB"":false},""quality"":{""defA"":false,""defB"":true,""slightA"":false,""slightB"":false},""quality-textbox"":""Response B has the better overall quality and it is very helpful"",""specific"":{""defA"":false,""defB"":true,""slightA"":false,""slightB"":false}}]"
"3VGZ74AYUNXY0XFM6H1BGBDMB37GCD","3LVBPMNRSBWQ4NUAH06SCLDGBT7GW1","Conversational AI: Comparing Responses","You will be shown a dialogue and two options for the next response. Your tasks are to compare which response is better regarding various aspects and explain your selection of the best response.","conversational ai, dialogue response, evaluation","$0.15","Wed May 08 08:30:51 PDT 2024","3","BatchId:5219655;OriginalHitTemplateId:928390828;","3600","259200","Wed May 15 08:30:51 PDT 2024","","","3XC1O3LBO03XVQTSTWYJ6XEQVSKLTV","AJ489JQ3VBH4C","Submitted","Wed May 08 09:31:42 PDT 2024","Wed May 08 09:56:28 PDT 2024","Sat May 11 09:56:28 PDT 2024","","","","1486","100% (40/40)","100% (40/40)","100% (26/26)","It was icy and slippery outside, so Riley slipped, fell and dropped their bag.","[Speaker 1] My knee is hurting so bad right now<br>[Speaker 2] Oh no, are you okay?<br>[Speaker 1] Yeah, I slipped and fell when I was walking outside","chatgpt-35-vanilla-0125","Do you need me to get you some ice or anything to help with the pain?","chatgpt-35-latentselection-0125","Do you need help getting up or going to a doctor? It sounds like you might have twisted it pretty badly.","att-defA","to the left","[{""engaging"":{""defA"":false,""defB"":false,""slightA"":true,""slightB"":false},""instruction-checkbox-collapsed"":{""on"":false},""natural"":{""defA"":true,""defB"":false,""slightA"":false,""slightB"":false},""quality"":{""defA"":false,""defB"":false,""slightA"":false,""slightB"":true},""quality-textbox"":""This shows a deeper level of care and consideration for the speaker's well being."",""specific"":{""defA"":false,""defB"":true,""slightA"":false,""slightB"":false}}]"
"3VGZ74AYUNXY0XFM6H1BGBDMB37GCD","3LVBPMNRSBWQ4NUAH06SCLDGBT7GW1","Conversational AI: Comparing Responses","You will be shown a dialogue and two options for the next response. Your tasks are to compare which response is better regarding various aspects and explain your selection of the best response.","conversational ai, dialogue response, evaluation","$0.15","Wed May 08 08:30:51 PDT 2024","3","BatchId:5219655;OriginalHitTemplateId:928390828;","3600","259200","Wed May 15 08:30:51 PDT 2024","","","3M0NZ3JDP9FFFDZ6717UBWJAUY5Z50","A2ML30H0T2HO1J","Submitted","Wed May 08 10:32:16 PDT 2024","Wed May 08 10:35:50 PDT 2024","Sat May 11 10:35:50 PDT 2024","","","","214","85% (22/26)","87% (20/23)","100% (8/8)","It was icy and slippery outside, so Riley slipped, fell and dropped their bag.","[Speaker 1] My knee is hurting so bad right now<br>[Speaker 2] Oh no, are you okay?<br>[Speaker 1] Yeah, I slipped and fell when I was walking outside","chatgpt-35-vanilla-0125","Do you need me to get you some ice or anything to help with the pain?","chatgpt-35-latentselection-0125","Do you need help getting up or going to a doctor? It sounds like you might have twisted it pretty badly.","att-defA","to the left","[{""engaging"":{""defA"":false,""defB"":true,""slightA"":false,""slightB"":false},""instruction-checkbox-collapsed"":{""on"":false},""natural"":{""defA"":false,""defB"":true,""slightA"":false,""slightB"":false},""quality"":{""defA"":false,""defB"":true,""slightA"":false,""slightB"":false},""quality-textbox"":""Response B offers assistance."",""specific"":{""defA"":false,""defB"":true,""slightA"":false,""slightB"":false}}]"
"3O4VWC1GF3NKEZ94LUBDKL18XIB3J6","3LVBPMNRSBWQ4NUAH06SCLDGBT7GW1","Conversational AI: Comparing Responses","You will be shown a dialogue and two options for the next response. Your tasks are to compare which response is better regarding various aspects and explain your selection of the best response.","conversational ai, dialogue response, evaluation","$0.15","Wed May 08 08:30:51 PDT 2024","3","BatchId:5219655;OriginalHitTemplateId:928390828;","3600","259200","Wed May 15 08:30:51 PDT 2024","","","3TE3O85738PEEPUSF1BJRMEZ17VR2Y","A1L92W5SO5UPS0","Submitted","Wed May 08 08:31:04 PDT 2024","Wed May 08 08:35:20 PDT 2024","Sat May 11 08:35:20 PDT 2024","","","","256","100% (80/80)","100% (80/80)","100% (35/35)","Casey looked over Kai's shoulder at the stables as they walked towards their horses. Casey couldn't wait to see his horse again.","[Speaker 1] I'm so excited to see my horse!<br>[Speaker 2] Me too man! how long has it been since you've seen her<br>[Speaker 1] It's been at least 6 months. I hope she'll remember me<br>[Speaker 2] I'm sure she will horses are loyal<br>[Speaker 1] I can't wait to ride her either, I've really missed it","chatgpt-35-latentselection-0125","That's such a long time to be away from her! I'm sure she'll be over the moon to see you again. Do you have any fun plans for your ride together?","chatgpt-35-vanilla-0125","That's awesome, I bet she'll be so happy to see you and go for a ride again!","att-defB","to the right","[{""engaging"":{""defA"":false,""defB"":false,""slightA"":true,""slightB"":false},""instruction-checkbox-collapsed"":{""on"":false},""natural"":{""defA"":true,""defB"":false,""slightA"":false,""slightB"":false},""quality"":{""defA"":true,""defB"":false,""slightA"":false,""slightB"":false},""quality-textbox"":""Response A feels more natural as it acknowledges the duration of time the speaker has been away from their horse and expresses excitement about the upcoming reunion."",""specific"":{""defA"":false,""defB"":false,""slightA"":false,""slightB"":true}}]"
"3O4VWC1GF3NKEZ94LUBDKL18XIB3J6","3LVBPMNRSBWQ4NUAH06SCLDGBT7GW1","Conversational AI: Comparing Responses","You will be shown a dialogue and two options for the next response. Your tasks are to compare which response is better regarding various aspects and explain your selection of the best response.","conversational ai, dialogue response, evaluation","$0.15","Wed May 08 08:30:51 PDT 2024","3","BatchId:5219655;OriginalHitTemplateId:928390828;","3600","259200","Wed May 15 08:30:51 PDT 2024","","","3M68NM076PO2WQDT23NMHZVBHCXR6F","A2FAAOGWUTTTF5","Submitted","Wed May 08 08:31:10 PDT 2024","Wed May 08 08:37:37 PDT 2024","Sat May 11 08:37:37 PDT 2024","","","","387","100% (93/93)","100% (93/93)","100% (37/37)","Casey looked over Kai's shoulder at the stables as they walked towards their horses. Casey couldn't wait to see his horse again.","[Speaker 1] I'm so excited to see my horse!<br>[Speaker 2] Me too man! how long has it been since you've seen her<br>[Speaker 1] It's been at least 6 months. I hope she'll remember me<br>[Speaker 2] I'm sure she will horses are loyal<br>[Speaker 1] I can't wait to ride her either, I've really missed it","chatgpt-35-latentselection-0125","That's such a long time to be away from her! I'm sure she'll be over the moon to see you again. Do you have any fun plans for your ride together?","chatgpt-35-vanilla-0125","That's awesome, I bet she'll be so happy to see you and go for a ride again!","att-defB","to the right","[{""engaging"":{""defA"":false,""defB"":false,""slightA"":true,""slightB"":false},""instruction-checkbox-collapsed"":{""on"":false},""natural"":{""defA"":true,""defB"":false,""slightA"":false,""slightB"":false},""quality"":{""defA"":false,""defB"":false,""slightA"":true,""slightB"":false},""quality-textbox"":""response A demonstrates slightly better quality as it maintains engagement shows empathy."",""specific"":{""defA"":false,""defB"":false,""slightA"":true,""slightB"":false}}]"
"3O4VWC1GF3NKEZ94LUBDKL18XIB3J6","3LVBPMNRSBWQ4NUAH06SCLDGBT7GW1","Conversational AI: Comparing Responses","You will be shown a dialogue and two options for the next response. Your tasks are to compare which response is better regarding various aspects and explain your selection of the best response.","conversational ai, dialogue response, evaluation","$0.15","Wed May 08 08:30:51 PDT 2024","3","BatchId:5219655;OriginalHitTemplateId:928390828;","3600","259200","Wed May 15 08:30:51 PDT 2024","","","3H7XDTSHKK891FJLDA6EGPGH35NGWH","ARWL0WMKKB9OZ","Submitted","Wed May 08 09:32:15 PDT 2024","Wed May 08 09:40:55 PDT 2024","Sat May 11 09:40:55 PDT 2024","","","","520","100% (39/39)","100% (39/39)","0% (0/0)","Casey looked over Kai's shoulder at the stables as they walked towards their horses. Casey couldn't wait to see his horse again.","[Speaker 1] I'm so excited to see my horse!<br>[Speaker 2] Me too man! how long has it been since you've seen her<br>[Speaker 1] It's been at least 6 months. I hope she'll remember me<br>[Speaker 2] I'm sure she will horses are loyal<br>[Speaker 1] I can't wait to ride her either, I've really missed it","chatgpt-35-latentselection-0125","That's such a long time to be away from her! I'm sure she'll be over the moon to see you again. Do you have any fun plans for your ride together?","chatgpt-35-vanilla-0125","That's awesome, I bet she'll be so happy to see you and go for a ride again!","att-defB","to the right","[{""engaging"":{""defA"":true,""defB"":false,""slightA"":false,""slightB"":false},""instruction-checkbox-collapsed"":{""on"":false},""natural"":{""defA"":true,""defB"":false,""slightA"":false,""slightB"":false},""quality"":{""defA"":true,""defB"":false,""slightA"":false,""slightB"":false},""quality-textbox"":""Response A is the better choice overall. "",""specific"":{""defA"":true,""defB"":false,""slightA"":false,""slightB"":false}}]"
"3S829FDFU9IJRBGQVNWQO3VZZTFDX2","3LVBPMNRSBWQ4NUAH06SCLDGBT7GW1","Conversational AI: Comparing Responses","You will be shown a dialogue and two options for the next response. Your tasks are to compare which response is better regarding various aspects and explain your selection of the best response.","conversational ai, dialogue response, evaluation","$0.15","Wed May 08 08:30:51 PDT 2024","3","BatchId:5219655;OriginalHitTemplateId:928390828;","3600","259200","Wed May 15 08:30:51 PDT 2024","","","3LRKMWOKBDYNGGGJPI5WDPGYAOEZ2Z","A1L92W5SO5UPS0","Submitted","Wed May 08 08:31:10 PDT 2024","Wed May 08 08:39:46 PDT 2024","Sat May 11 08:39:46 PDT 2024","","","","516","100% (80/80)","100% (80/80)","100% (35/35)","Taylor was trying to talk to her brother but the music was too loud. Taylor got louder as they raised their voice over the music.","[Speaker 1] I couldn't hear anything in here this morning.<br>[Speaker 2] I know. I asked your brother to turn the music down but he didn't want to.<br>[Speaker 1] I know, when he does that you can only try talking louder.","chatgpt-35-latentselection-0125","Maybe we should move to a different room where the music isn't as loud. Would that work for you?","chatgpt-35-vanilla-0125","I guess we'll just have to invest in some noise-canceling headphones.","att-defB","to the right","[{""engaging"":{""defA"":false,""defB"":true,""slightA"":false,""slightB"":false},""instruction-checkbox-collapsed"":{""on"":false},""natural"":{""defA"":true,""defB"":false,""slightA"":false,""slightB"":false},""quality"":{""defA"":false,""defB"":false,""slightA"":false,""slightB"":true},""quality-textbox"":""Response A is more natural as it suggests a practical solution that directly addresses the issue raised in the conversation."",""specific"":{""defA"":false,""defB"":false,""slightA"":true,""slightB"":false}}]"
